CruiseID,DeviceID,DeviceTerm,DeviceCatID,DeviceCatTerm,DefaultInstrumentTerm,DeviceDescription,AttrNameUsed,ActionsUsed,State
KN210-04,"R2RE/1057","Ben Van Mooy prototype net trap","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Net_trap","deploy;recover;abort;other","MODIFIED"
KN210-04,"R2RE/1057","Ken Buesseler prototype possibly attached to some Net Trap deployments","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","PIT_trap","deploy;recover;abort;other","MODIFIED"
KN210-04,"R2RE/1057","combined deployment of Van Mooy Net_trap and Buesseler PIT_trap","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","NetPIT_trap","deploy;recover;abort;other","MODIFIED"
KN210-04,"R2RE/1057","hand held stern-deployed plankton net","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","planktonNetTow","deploy;recover;abort;other","MODIFIED"
KN210-04,"R2RE/1057","pumps used at depth to sample large volumes of seawater","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","McLanePump","deploy;recover;abort;other","MODIFIED"
KN210-04,"R2RE/1057","Rachel Stanley Underway O2/Argon prototype sampling system","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","EIMS_O2/Ar","start;end;abort;calibrate;service;other","MODIFIED"
KN210-04,"R2RE/1057","SeaFlow measures phytoplankton in surface seawater from underway pump; by flow cytometry","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","SeaFlowCyto","start;sample;end;abort;other","MODIFIED"
KN210-04,"R2RE/1057","large-volume, prototype air pump sampling system, deployed for ~12hrs when underway","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Air_HOCs","start;end;abort;other","MODIFIED"
KN210-04,"R2RE/1057","filtration of underway seawater for ~12 hrs at a time","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Water_HOCs","start;end;abort;other","MODIFIED"
KN210-04,"R2RE/1057","underway extraction sampling system of POPs in seawater","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Water_TOX","start;end;abort;other","MODIFIED"
KN210-04,"R2RE/1057","incubations conducted by the Kujawinski group","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_Kuj","start;sample;abort;other","MODIFIED"
KN210-04,"R2RE/1057","incubations conducted by the Van Mooy group","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_VM","start;sample;abort;other","MODIFIED"
KN210-04,"R2RE/1057","incubations conducted by the Dyhrman group","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_Dyhr","start;sample;abort;other","MODIFIED"
KN210-04,"R2RE/1057","incubations conducted by the Arnosti group","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_Arn","start;sample;abort;other","MODIFIED"
KN210-04,"R2RE/1057","incubations conducted by the Hewson group","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_Hew","start;sample;abort;other","MODIFIED"
KN210-04,"R2RE/1057", "incubations conducted by more than one group", "R2RE/1010", "user specified", "UserSpecified", "Instrument that does not have a controlled vocabulary term", "incubation_multi", "start;sample;abort;other", "MODIFIED"
KN210-04,"R2RE/1057","Several different bottle types for incubation studies.","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","incubation_other","start;sample;abort;other","MODIFIED"
KN210-04,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
KN210-04,"R2RE/1005","Generic ADCP300","L05/115","current profilers","ADCP300","A Doppler velocity log (DVL) measuring bottom track and water track velocities, altitude, heading, tilt, temperature, echo intensity, pressure and current velocities. 300kHz Broadband signal processing gives high data resolution and a four-beam solution gives an independent error velocity measurement as an indicator of data quality. It has a bottom track range of 200m and velocity accuracy for both bottom and water track modes is 0.4% of the velocity, ±0.2cm/s. The instrument operates effectively over a temperature range of -5°C to 45°C and with a tilt of up to ±15 deg.","ADCP300","start;stop;service;other","0"
KN210-04,"R2RE/1015","Generic Meterological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meterological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
KN210-04,"L221/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
KN210-04,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters. ","XBT","release","0"
KN210-04,"R2RE/1020","Generic mooring","R2RE/1019","mooring","Mooring","A collection of devices, connected to a wire and temporarily anchored on the sea floor.  A mooring can be free floating or anchored for some days to weeks (short-time). Long-time moorings might be deployed for a maximum duration of two years. An acoustic release connects the mooring to an anchor weight on the sea floor. The weight is released by sending a coded acoustic command signal from a ship. The weight (e.g. old rail wheels) is unrecoverable. Floaters permit the mooring to come up to the surface to be recovered by a research vessel.","Mooring","recover;other","MODIFIED"
KN210-04,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
KN210-04,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end;other","MODIFIED"
MGL1211,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
MGL1211,"R2RE/1008","Kongsberg (Simrad) EM 122 multibeam echosounder","L05/157","multi-beam echosounders","EM122","EM 122 multibeam echosounder is a high performance echosounder for deep water mapping with up to 288 simultaneous beams.","Multibeam","start;stop;other;","MODIFIED"
MGL1211,"R2RE/1057","Bolt 1500C 36 gun array 6600 cu in","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Airgun Array","deploy;recover;startLine;endLine;service;other","MODIFIED"
MGL1211/MGL1211_instruments.csv:"R2RE/1057","SERCEL Sentry 8 km","R2RE,Streamer","deploy;recover;service;startLine;endLine;other","MODIFIED"
MGL1211,"L221/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
MGL1211,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters. ","XBT","release","0"
MGL1211,"R2RE/1057","Geometrics G-882","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Magnetometer","deploy;recover;other","MODIFIED"
MGL1211,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
MGL1211,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
MGL1211,"R2RE/1056","Sea-Bird SBE21 SeaCat thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE21","The SBE 21 accurately determines sea surface temperature and conductivity from underway vessels. Data is simultaneously stored in memory and transmitted to a computer serial port, allowing independent data logging and real-time data acquisition. Typically mounted near the ship's seawater intake, the SBE 21 is connected to an AC-powered interface box positioned near the computer. The interface box provides power and an isolated data interface, and contains a NMEA 0183 port for appending navigation information to the data stream.","Thermosalinograph SBE21","start;stop;other;","0"
MGL1211,"R2RE/1015","Generic Meterological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meterological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
MGL1211,"R2RE/9041","Bell Aerospace BGM-3 gravity meter","L05/158","gravimeters","Gravimeter","","gravimeter","start;stop;other;","0"
MGL1211,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
MGL1211,"R2RE/1023","Marine Mammal Observer","L05/91","observers","ObserverMammals","Marine Mammal Observer description goes here","ObserverMammals","start;end;other","0"
MV1206,"R2RE/1057","Standard Lamont Ocean Bottom Seismometer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","SL-OBS","deploy;recover;other","MODIFIED"
MV1206,"R2RE/1057","Cascadia Lamont Ocean Bottom Seismometer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","CL-OBS","deploy;recover;other","MODIFIED"
MV1206,"R2RE/1008","Kongsberg (Simrad) EM 122 multibeam echosounder","L05/157","multi-beam echosounders","EM122","EM 122 multibeam echosounder is a high performance echosounder for deep water mapping with up to 288 simultaneous beams.","EM122","startTransect;endTransect;other","MODIFIED"
MV1206,"R2RE/1057","'GI' air guns and a seismic streamer to look for fault and other disturbances","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","HiRes Survey","SOL;EOL;startTransect;endTransect;other","MODIFIED"
MV1206,"R2RE/1057","Bell BGM-3","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","gravimeter","start;end;abort;other","MODIFIED"
MV1206,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","","ADCP75","start;stop;service;other","0"
MV1206,"R2RE/1057","marine magnetics seaspy","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","magnetometer","start;end;abort;other","MODIFIED"
MV1206,"L221/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
MV1206,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
MV1206,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
MV1206,"L221/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
MV1206,"R2RE/1031", "Generic XBT", "L05/132", "bathythermographs", "XBT", "The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters. ", "XBT", "release", "MODIFIED"
MV1206,"R2RE/1015","Generic Meterological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meterological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
MV1206,"R2RE/9018","fluorometer r2r_devtype","L05/113","fluorometers","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
NH1208,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;startTransect;endTransect;startStation;endStation;other","MODIFIED"
NH1208,"L221/NETT0097","MOCNESS modified Tucker trawl - Wiebe et al (1976, 1985)","","","MOCNESS","Has a 100 cm x 141 cm rigid mouth opening  with nine 0.333 mm nylon mesh nets 6 meters long. System powered electrically on conducting wire and originally controlled from surface deck unit and now computer controlled.  Sensors include pressure, temperature, conductivity, fluorometer, transmissometer, oxygen, and light. Versions include systems with 1/4, 1, 2, 4, 10 and 20 m2 mouth openings all using the same release mechanisms, sensors, and compute logging and controls [Wiebe and Benfield 2003 Plates 28 D; 29 A-D].","MOCNESS","start;end;abort;other","MODIFIED"
NH1208,"L221/NETT0147","Reeve Net","","","ReeveNet","","ReeveNet","start;end;abort;other","MODIFIED"
NH1208,"L221/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","start;end;abort;other","MODIFIED"
NH1208,"R2RE/1057","Video Plankton Recorder (VPR)  mounted on the CTD frame","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","CTD-VPR","start;end;abort;other","MODIFIED"
NH1208,"R2RE/1057","see Terry Hammar (WHOI)","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Hammarhead","start;end;abort;other","MODIFIED"
NH1208,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine;other","MODIFIED"
NH1208,"R2RE/1057","EK60 narrowband acoustic system","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","EK60 narrowband","start;end;abort;other","MODIFIED"
NH1208,"R2RE/1057","EK80 broadband acoustic system","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","EK80 broadband","start;end;abort;other","MODIFIED"
NH1208,"R2RE/9012","adcp r2r_devtype","L05/115","current profilers","ADCP","(acoustic doppler current profiler) sonar measures water current velocities","ADCP","start;stop;other","MODIFIED"
NH1208,"R2RE/9062","Multi-parameter Inorganic Carbon Analyzer","","","MICA","Aleck Wang's sampling system does simultaneous measurements of surface sea water pCO2, TCO2, pH and atmospheric pCO2","MICA","start;end;abort;other","MODIFIED"
NH1208,"R2RE/1057","GO underway pCO2 system","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","GO pCO2","start;stop;other","MODIFIED"
NH1208,"R2RE/1057","Observer of marine mammal and avian macrofauna","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","ObserverMacroFauna","start;stop;other","MODIFIED"
NH1208,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end;abort;other","MODIFIED"
OC1206A,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
OC1206A,"R2RE/1057", "Ocean Bottom Seismograph", "R2RE/1010", "user specified", "UserSpecified", "Instrument that does not have a controlled vocabulary term", "OBS_SIO", "deploy;release;on surface;recover;other", "MODIFIED"
OC1206A,"R2RE/1057","Ocean Bottom Seismograph (OBSIP pool)","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","OBS_WHOI","deploy;release;on surface;recover;other","MODIFIED"
OC1206A,"L221/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
OC1206A,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters. ","XBT","release","0"
OC1206A,"L221/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
OC1206A,"R2RE/1015","Generic Meterological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meterological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
OC1206A,"R2RE/9018","fluorometer r2r_devtype","L05/113","fluorometers","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
OC1206A,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","","ADCP75","start;stop;service;other","0"
OC1206A,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
OC1209A,"R2RE/1057","Standard Lamont Ocean Bottom Seismometer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","LDEO OBS","deploy;recover;service;other","MODIFIED"
OC1209A,"R2RE/1057", "Cascadia Lamont Ocean Bottom Seismometer", "R2RE/1010", "user specified", "UserSpecified", "Instrument that does not have a controlled vocabulary term", "LDEO TRM", "deploy;recover;service;other", "MODIFIED"
OC1209A,"L221/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
OC1209A,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
OC1209A,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
OC1209A,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine;deploy;Trouble Identifying Depth","MODIFIED"
OC1209A,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters. ","XBT","release","0"
OC1209A,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
OC1209A,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
OC1209A,"L221/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
OC1209A,"R2RE/1015","Generic Meterological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meterological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
OC1209A,"R2RE/9018","fluorometer r2r_devtype","L05/113","fluorometers","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
OC1308A,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
OC1308A,"L22/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
OC1308A,"R2RE/1004","Generic ADCP150","L05/115","current profilers","ADCP150","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (150kHz), using a principle of sound waves called the Doppler effect.","ADCP150","start;stop;service;other","0"
OC1308A,"R2RE/1015","Generic Meteorological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meteorological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
OC1308A,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
OC1308A,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
OC1308A,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters.","XBT","release","0"
OC1308A,"R2RE/9018","fluorometer r2r_devtype","L05/113","Fluorometer","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
OC1308A,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
OC1308A,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
OC1308A,"R2RE/1057","Ocean Bottom Seismometer - SIO Abalone","R2RE/1010","user specified","UserSpecified","SIO Abalone","Ocean Bottom Seismometer - SIO Abalone","other","2"
PS1306,"R2RE/1057","Standard Lamont Ocean Bottom Seismometer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","SL-OBS","deploy;recover;other","MODIFIED"
PS1306,"R2RE/1057", "Cascadia Lamont Ocean Bottom Seismometer", "R2RE/1010", "user specified", "UserSpecified", "Instrument that does not have a controlled vocabulary term", "CL-OBS", "other;deploy;recover", "MODIFIED"
PS1306,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
PS1306,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
RR1301,"R2RE/1008","Kongsberg (Simrad) EM 122 multibeam echosounder","L05/157","multi-beam echosounders","EM122","EM 122 multibeam echosounder is a high performance echosounder for deep water mapping with up to 288 simultaneous beams.","EM122","start;stop;other;startLine;endLine;abortLine","MODIFIED"
RR1301,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters. ","XBT","release","0"
RR1301,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
RR1301,"L221/TOOL0062","Teledyne RDI 150kHz Narrowband Vessel-Mounted ADCP","L05/115","current profilers","ADCP150","The Teledyne RDI Narrowband Vessel-Mounted Acoustic Doppler Current Profiler is a long-range 3D current profiling ADCP designed for continuous current profiling from a moving ship. It has 150kHz narrowband signal processing and a patented 4 beam design.","ADCP150","start;stop;service;other","0"
RR1301,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
RR1301,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
